# jdk-only method-granular multi-image sweep — H25-1 N1
# regenerate: scripts/jdk-only-image-method-index.py per image, then scripts/jdk-only-image-method-sweep.py --tsv
# census: /data/w45work/census.json (8317 registrations, strict mode)
# images: jdk17-linux=17.0.20.1 jdk17-mac-x64=17.0.20.1 jdk17-windows=17.0.20 jdk21-linux=21.0.12 jdk21-mac-x64=21.0.12 jdk21-windows=21.0.12 jdk25-linux=25.0.4 jdk25-mac-x64=25.0.4 jdk25-windows=25.0.4
# canary java/lang/StringUTF16.isBigEndian()Z: cross-version
# verdicts: cross-version=399 dead-everywhere=263 field-shaped=49 live=6507 no-image-class=1099
#
# cross-version rows MUST NOT be deleted: an image this host does not
# run declares the method.
# field-shaped rows MUST NOT be deleted either: the name IS on the
# hierarchy, as a FIELD. An index built from the method table alone calls
# them dead and is wrong; WORKER 3's independent javap sweep found the
# same shape (38 rows there, 42 here).
# dead-everywhere rows are the retirable population, and retiring them is
# predicted to move the shadow census by ZERO — they are never
# dispatched (H25-1 §3).
verdict	shape	class	name	descriptor	owns_slot	registered_by	declared_by
cross-version	-	java/lang/foreign/Arena	allocateFrom	(Ljava/lang/String;)Ljava/lang/foreign/MemorySegment;	yes	native-builtins/src/phases_late/foreign_ffm.rs:3517	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/Arena	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfByte;[B)Ljava/lang/foreign/MemorySegment;	no	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/Arena	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfByte;[B)Ljava/lang/foreign/MemorySegment;	yes	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/Arena	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfChar;[C)Ljava/lang/foreign/MemorySegment;	no	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/Arena	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfChar;[C)Ljava/lang/foreign/MemorySegment;	yes	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/Arena	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfDouble;[D)Ljava/lang/foreign/MemorySegment;	no	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/Arena	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfDouble;[D)Ljava/lang/foreign/MemorySegment;	yes	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/Arena	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfFloat;[F)Ljava/lang/foreign/MemorySegment;	no	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/Arena	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfFloat;[F)Ljava/lang/foreign/MemorySegment;	yes	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/Arena	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfInt;[I)Ljava/lang/foreign/MemorySegment;	no	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/Arena	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfInt;[I)Ljava/lang/foreign/MemorySegment;	yes	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/Arena	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfLong;[J)Ljava/lang/foreign/MemorySegment;	no	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/Arena	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfLong;[J)Ljava/lang/foreign/MemorySegment;	yes	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/Arena	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfShort;[S)Ljava/lang/foreign/MemorySegment;	no	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/Arena	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfShort;[S)Ljava/lang/foreign/MemorySegment;	yes	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/Linker$Option	critical	(Z)Ljava/lang/foreign/Linker$Option;	yes	native-builtins/src/panama.rs:5689	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/MemorySegment	getString	(J)Ljava/lang/String;	no	native-builtins/src/phases_late/foreign_ffm.rs:5657	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/MemorySegment	getString	(J)Ljava/lang/String;	yes	native-builtins/src/panama.rs:2598	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/MemorySegment	getString	(JLjava/nio/charset/Charset;)Ljava/lang/String;	yes	native-builtins/src/panama.rs:2598	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/MemorySegment	getUtf8String	(J)Ljava/lang/String;	yes	native-builtins/src/phases_late/foreign_ffm.rs:5134	jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	java/lang/foreign/MemorySegment	maxByteAlignment	()J	yes	native-builtins/src/panama.rs:1836	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/MemorySegment	setString	(JLjava/lang/String;)V	yes	native-builtins/src/panama.rs:2638	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/MemorySegment	setString	(JLjava/lang/String;Ljava/nio/charset/Charset;)V	yes	native-builtins/src/panama.rs:2638	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/SegmentAllocator	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfByte;[B)Ljava/lang/foreign/MemorySegment;	no	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/SegmentAllocator	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfByte;[B)Ljava/lang/foreign/MemorySegment;	yes	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/SegmentAllocator	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfChar;[C)Ljava/lang/foreign/MemorySegment;	no	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/SegmentAllocator	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfChar;[C)Ljava/lang/foreign/MemorySegment;	yes	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/SegmentAllocator	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfDouble;[D)Ljava/lang/foreign/MemorySegment;	no	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/SegmentAllocator	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfDouble;[D)Ljava/lang/foreign/MemorySegment;	yes	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/SegmentAllocator	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfFloat;[F)Ljava/lang/foreign/MemorySegment;	no	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/SegmentAllocator	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfFloat;[F)Ljava/lang/foreign/MemorySegment;	yes	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/SegmentAllocator	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfInt;[I)Ljava/lang/foreign/MemorySegment;	no	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/SegmentAllocator	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfInt;[I)Ljava/lang/foreign/MemorySegment;	yes	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/SegmentAllocator	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfLong;[J)Ljava/lang/foreign/MemorySegment;	no	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/SegmentAllocator	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfLong;[J)Ljava/lang/foreign/MemorySegment;	yes	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/SegmentAllocator	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfShort;[S)Ljava/lang/foreign/MemorySegment;	no	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/SegmentAllocator	allocateFrom	(Ljava/lang/foreign/ValueLayout$OfShort;[S)Ljava/lang/foreign/MemorySegment;	yes	native-builtins/src/panama.rs:2752	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/ValueLayout$OfBoolean	varHandle	()Ljava/lang/invoke/VarHandle;	yes	native-builtins/src/phases_late/foreign_ffm.rs:4007	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/ValueLayout$OfByte	varHandle	()Ljava/lang/invoke/VarHandle;	yes	native-builtins/src/phases_late/foreign_ffm.rs:4007	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/ValueLayout$OfChar	varHandle	()Ljava/lang/invoke/VarHandle;	yes	native-builtins/src/phases_late/foreign_ffm.rs:4007	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/ValueLayout$OfDouble	varHandle	()Ljava/lang/invoke/VarHandle;	yes	native-builtins/src/phases_late/foreign_ffm.rs:4007	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/ValueLayout$OfFloat	varHandle	()Ljava/lang/invoke/VarHandle;	yes	native-builtins/src/phases_late/foreign_ffm.rs:4007	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/ValueLayout$OfInt	varHandle	()Ljava/lang/invoke/VarHandle;	yes	native-builtins/src/phases_late/foreign_ffm.rs:4007	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/ValueLayout$OfLong	varHandle	()Ljava/lang/invoke/VarHandle;	yes	native-builtins/src/phases_late/foreign_ffm.rs:4007	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/foreign/ValueLayout$OfShort	varHandle	()Ljava/lang/invoke/VarHandle;	yes	native-builtins/src/phases_late/foreign_ffm.rs:4007	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/invoke/MethodHandles	dropArgumentsTrusted	(Ljava/lang/invoke/MethodHandle;I[Ljava/lang/Class;)Ljava/lang/invoke/MethodHandle;	yes	native-builtins/src/lang_invoke.rs:16308	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/management/ManagementFactory	loadNativeLib	()V	no	native-builtins/src/jmx.rs:2438	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/lang/management/ManagementFactory	loadNativeLib	()V	yes	native-builtins/src/jmx.rs:2438	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/net/Inet6AddressImpl	lookupAllHostAddr	(Ljava/lang/String;)[Ljava/net/InetAddress;	yes	native-builtins/src/inet_address.rs:695	jdk17-linux,jdk17-mac-x64,jdk17-windows
cross-version	-	java/net/Inet6AddressImpl	lookupAllHostAddr	(Ljava/lang/String;I)[Ljava/net/InetAddress;	yes	native-builtins/src/inet_address.rs:686	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/net/InetAddress	isIPv4Available	()Z	yes	native-builtins/src/inet_address.rs:764	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/net/InetAddress	isIPv6Supported	()Z	yes	native-builtins/src/inet_address.rs:757	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/net/URLClassLoader	<init>	(Ljava/lang/String;[Ljava/net/URL;Ljava/lang/ClassLoader;Ljava/security/AccessControlContext;)V	yes	native-builtins/src/classloader_real.rs:782	jdk17-linux,jdk17-mac-x64,jdk17-windows,jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	java/net/URLClassLoader	<init>	([Ljava/net/URL;Ljava/security/AccessControlContext;)V	yes	native-builtins/src/classloader_real.rs:762	jdk17-linux,jdk17-mac-x64,jdk17-windows,jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	java/net/http/HttpClient	awaitTermination	(Ljava/time/Duration;)Z	yes	native-builtins/src/net_phase_e.rs:14947	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/net/http/HttpClient	close	()V	yes	native-builtins/src/net_phase_e.rs:14920	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/net/http/HttpClient	isTerminated	()Z	yes	native-builtins/src/net_phase_e.rs:14933	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/net/http/HttpClient	shutdown	()V	yes	native-builtins/src/net_phase_e.rs:14920	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/net/http/HttpClient	shutdownNow	()V	yes	native-builtins/src/net_phase_e.rs:14920	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/net/http/HttpRequest$Builder	HEAD	()Ljava/net/http/HttpRequest$Builder;	yes	native-builtins/src/net_phase_e.rs:15156	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/nio/Buffer	checkSession	()V	yes	native-builtins/src/lib.rs:21122	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/nio/Buffer	session	()Ljdk/internal/foreign/MemorySessionImpl;	yes	native-builtins/src/lib.rs:21101	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/nio/Buffer$2	newDirectByteBuffer	(JI)Ljava/nio/ByteBuffer;	yes	native-builtins/src/shared_secrets_bridge.rs:2858	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/nio/Buffer$2	scaleShifts	(Ljava/nio/Buffer;)I	yes	native-builtins/src/shared_secrets_bridge.rs:2914	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/nio/ByteBuffer	checkSession	()V	yes	native-builtins/src/lib.rs:21122	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/nio/ByteBuffer	session	()Ljdk/internal/foreign/MemorySessionImpl;	yes	native-builtins/src/lib.rs:21101	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/nio/DirectByteBuffer	checkSession	()V	yes	native-builtins/src/lib.rs:21122	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/nio/DirectByteBuffer	session	()Ljdk/internal/foreign/MemorySessionImpl;	yes	native-builtins/src/lib.rs:21101	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/nio/DoubleBuffer	checkSession	()V	yes	native-builtins/src/lib.rs:21122	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/nio/DoubleBuffer	session	()Ljdk/internal/foreign/MemorySessionImpl;	yes	native-builtins/src/lib.rs:21101	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/nio/FloatBuffer	checkSession	()V	yes	native-builtins/src/lib.rs:21122	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/nio/FloatBuffer	session	()Ljdk/internal/foreign/MemorySessionImpl;	yes	native-builtins/src/lib.rs:21101	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/nio/HeapByteBuffer	<init>	([BIILjdk/internal/access/foreign/MemorySegmentProxy;)V	yes	native-builtins/src/messaging_shims.rs:2099	jdk17-linux,jdk17-mac-x64,jdk17-windows
cross-version	-	java/nio/HeapByteBuffer	checkSession	()V	yes	native-builtins/src/lib.rs:21122	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/nio/HeapByteBuffer	session	()Ljdk/internal/foreign/MemorySessionImpl;	yes	native-builtins/src/lib.rs:21101	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/nio/IntBuffer	checkSession	()V	yes	native-builtins/src/lib.rs:21122	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/nio/IntBuffer	session	()Ljdk/internal/foreign/MemorySessionImpl;	yes	native-builtins/src/lib.rs:21101	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/nio/LongBuffer	checkSession	()V	yes	native-builtins/src/lib.rs:21122	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/nio/LongBuffer	session	()Ljdk/internal/foreign/MemorySessionImpl;	yes	native-builtins/src/lib.rs:21101	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/nio/MappedByteBuffer	checkSession	()V	yes	native-builtins/src/lib.rs:21122	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/nio/MappedByteBuffer	session	()Ljdk/internal/foreign/MemorySessionImpl;	yes	native-builtins/src/lib.rs:21101	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/nio/ShortBuffer	checkSession	()V	yes	native-builtins/src/lib.rs:21122	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/nio/ShortBuffer	session	()Ljdk/internal/foreign/MemorySessionImpl;	yes	native-builtins/src/lib.rs:21101	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/security/AccessController	ensureMaterializedForStackWalk	(Ljava/lang/Object;)V	yes	native-builtins/src/security_manager.rs:1531	jdk17-linux,jdk17-mac-x64,jdk17-windows,jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	java/security/AccessController	getInheritedAccessControlContext	()Ljava/security/AccessControlContext;	yes	native-builtins/src/security_manager.rs:1503	jdk17-linux,jdk17-mac-x64,jdk17-windows,jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	java/security/AccessController	getProtectionDomain	(Ljava/lang/Class;)Ljava/security/ProtectionDomain;	yes	native-builtins/src/security_manager.rs:1517	jdk17-linux,jdk17-mac-x64,jdk17-windows,jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	java/security/AccessController	getStackAccessControlContext	()Ljava/security/AccessControlContext;	yes	native-builtins/src/security_manager.rs:1491	jdk17-linux,jdk17-mac-x64,jdk17-windows,jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	java/security/Policy	getPolicyNoCheck	()Ljava/security/Policy;	yes	native-builtins/src/security_manager.rs:1675	jdk17-linux,jdk17-mac-x64,jdk17-windows,jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	java/security/Policy	isSet	()Z	yes	native-builtins/src/security_manager.rs:1692	jdk17-linux,jdk17-mac-x64,jdk17-windows,jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	java/util/LinkedHashMap	pollFirstEntry	()Ljava/util/Map$Entry;	yes	native-collections/src/lib.rs:46018	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/util/LinkedHashMap	pollLastEntry	()Ljava/util/Map$Entry;	yes	native-collections/src/lib.rs:46024	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/util/LinkedHashMap	putFirst	(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;	yes	native-collections/src/lib.rs:46006	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/util/LinkedHashMap	putLast	(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;	yes	native-collections/src/lib.rs:46012	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/util/LinkedHashMap	reversed	()Ljava/util/SequencedMap;	yes	native-collections/src/lib.rs:45973	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/util/LinkedHashMap	sequencedEntrySet	()Ljava/util/SequencedSet;	yes	native-collections/src/lib.rs:46045	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/util/LinkedHashMap	sequencedKeySet	()Ljava/util/SequencedSet;	yes	native-collections/src/lib.rs:46033	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/util/LinkedHashMap	sequencedValues	()Ljava/util/SequencedCollection;	yes	native-collections/src/lib.rs:46039	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/util/LinkedHashMap$LinkedEntrySet	reversed	()Ljava/util/SequencedSet;	yes	native-collections/src/lib.rs:46087	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/util/LinkedHashMap$LinkedKeySet	reversed	()Ljava/util/SequencedSet;	yes	native-collections/src/lib.rs:46075	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/util/LinkedHashMap$LinkedValues	reversed	()Ljava/util/SequencedCollection;	yes	native-collections/src/lib.rs:46081	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/util/LinkedHashSet	addFirst	(Ljava/lang/Object;)V	yes	native-collections/src/lib.rs:19764	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/util/LinkedHashSet	addLast	(Ljava/lang/Object;)V	yes	native-collections/src/lib.rs:19770	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/util/LinkedHashSet	getFirst	()Ljava/lang/Object;	yes	native-collections/src/lib.rs:19752	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/util/LinkedHashSet	getLast	()Ljava/lang/Object;	yes	native-collections/src/lib.rs:19758	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/util/LinkedHashSet	removeFirst	()Ljava/lang/Object;	yes	native-collections/src/lib.rs:19776	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/util/LinkedHashSet	removeLast	()Ljava/lang/Object;	yes	native-collections/src/lib.rs:19782	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/util/LinkedHashSet	reversed	()Ljava/util/SequencedSet;	yes	native-collections/src/lib.rs:19788	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/util/concurrent/ForkJoinPool	invokeAllUninterruptibly	(Ljava/util/Collection;)Ljava/util/List;	yes	native-builtins/src/phases_early.rs:11010	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/util/concurrent/ForkJoinPool	lazySubmit	(Ljava/util/concurrent/ForkJoinTask;)Ljava/util/concurrent/ForkJoinTask;	yes	native-builtins/src/phases_early.rs:11046	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/util/concurrent/ForkJoinTask	quietlyJoin	(JLjava/util/concurrent/TimeUnit;)Z	no	native-builtins/src/phases_late/concurrent.rs:7346	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/util/concurrent/ForkJoinTask	quietlyJoin	(JLjava/util/concurrent/TimeUnit;)Z	yes	native-builtins/src/phases_late/concurrent.rs:7346	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/util/concurrent/ForkJoinTask	quietlyJoinPoolInvokeAllTask	(J)V	no	native-builtins/src/phases_late/concurrent.rs:7365	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/util/concurrent/ForkJoinTask	quietlyJoinPoolInvokeAllTask	(J)V	yes	native-builtins/src/phases_late/concurrent.rs:7365	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/util/concurrent/ForkJoinTask	quietlyJoinUninterruptibly	(JLjava/util/concurrent/TimeUnit;)Z	no	native-builtins/src/phases_late/concurrent.rs:7346	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	java/util/concurrent/ForkJoinTask	quietlyJoinUninterruptibly	(JLjava/util/concurrent/TimeUnit;)Z	yes	native-builtins/src/phases_late/concurrent.rs:7346	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
